fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,_ordinance_amount_
GRANTS,0N45,STATE FOSTER GRANDPARENTS,50,FAMILY AND SUPPORT SERVICES,2818,STATE FOSTER GRANDPARENTS,140,PROFESSIONAL AND TECHNICAL SERVICES,37000
GRANTS,0N46,LONGTERM CARE SYSTEM DEVELOPMENT,50,FAMILY AND SUPPORT SERVICES,2820,LONGTERM CARE SYSTEM DEVELOP,140,PROFESSIONAL AND TECHNICAL SERVICES,56000
GRANTS,0N47,LONG TERM CARE OMBUDSMAN PROGRAM - CMP,50,FAMILY AND SUPPORT SERVICES,2836,LONG TERM CARE OMBUDSMAN,140,PROFESSIONAL AND TECHNICAL SERVICES,117000
GRANTS,0N48,SERVICES TO VICTIMS OF DOMESTIC VIOLENCE,50,FAMILY AND SUPPORT SERVICES,2827,SERVICES TO VICTIMS OF DOM VIO,5,SALARIES AND WAGES - ON PAYROLL,96623
GRANTS,0N48,SERVICES TO VICTIMS OF DOMESTIC VIOLENCE,50,FAMILY AND SUPPORT SERVICES,2827,SERVICES TO VICTIMS OF DOM VIO,11,CONTRACT WAGE - SALARY,1910
GRANTS,0N48,SERVICES TO VICTIMS OF DOMESTIC VIOLENCE,50,FAMILY AND SUPPORT SERVICES,2827,SERVICES TO VICTIMS OF DOM VIO,44,FRINGE BENEFITS,139467
GRANTS,0N49,RESIDENT SERVICES COORDINATION / CASE MG,50,FAMILY AND SUPPORT SERVICES,2828,RESIDENT SERVICES / CASE MGMT,5,SALARIES AND WAGES - ON PAYROLL,967585
GRANTS,0N49,RESIDENT SERVICES COORDINATION / CASE MG,50,FAMILY AND SUPPORT SERVICES,2828,RESIDENT SERVICES / CASE MGMT,11,CONTRACT WAGE - SALARY,4523
GRANTS,0N49,RESIDENT SERVICES COORDINATION / CASE MG,50,FAMILY AND SUPPORT SERVICES,2828,RESIDENT SERVICES / CASE MGMT,15,SCHEDULE SALARY ADJUSTMENTS,12708
GRANTS,0N49,RESIDENT SERVICES COORDINATION / CASE MG,50,FAMILY AND SUPPORT SERVICES,2828,RESIDENT SERVICES / CASE MGMT,44,FRINGE BENEFITS,374479
GRANTS,0N49,RESIDENT SERVICES COORDINATION / CASE MG,50,FAMILY AND SUPPORT SERVICES,2828,RESIDENT SERVICES / CASE MGMT,140,PROFESSIONAL AND TECHNICAL SERVICES,840705
GRANTS,0N51,ELDER ABUSE AND NEGLECT,50,FAMILY AND SUPPORT SERVICES,2846,ELDER ABUSE AND NEGLECT,135,DELEGATE AGENCIES,2853000
GRANTS,0N52,EARLY HEAD START INITIATIVE,50,FAMILY AND SUPPORT SERVICES,2857,EARLY HEAD START INITIATIVE,5,SALARIES AND WAGES - ON PAYROLL,175880
GRANTS,0N52,EARLY HEAD START INITIATIVE,50,FAMILY AND SUPPORT SERVICES,2857,EARLY HEAD START INITIATIVE,11,CONTRACT WAGE - SALARY,925
GRANTS,0N52,EARLY HEAD START INITIATIVE,50,FAMILY AND SUPPORT SERVICES,2857,EARLY HEAD START INITIATIVE,15,SCHEDULE SALARY ADJUSTMENTS,145
GRANTS,0N52,EARLY HEAD START INITIATIVE,50,FAMILY AND SUPPORT SERVICES,2857,EARLY HEAD START INITIATIVE,44,FRINGE BENEFITS,67593
GRANTS,0N52,EARLY HEAD START INITIATIVE,50,FAMILY AND SUPPORT SERVICES,2857,EARLY HEAD START INITIATIVE,135,DELEGATE AGENCIES,5064210
GRANTS,0N52,EARLY HEAD START INITIATIVE,50,FAMILY AND SUPPORT SERVICES,2857,EARLY HEAD START INITIATIVE,140,PROFESSIONAL AND TECHNICAL SERVICES,1622568
GRANTS,0N52,EARLY HEAD START INITIATIVE,50,FAMILY AND SUPPORT SERVICES,2857,EARLY HEAD START INITIATIVE,801,INDIRECT COSTS,330679
GRANTS,0N53,SHELTER PLUS CARE,50,FAMILY AND SUPPORT SERVICES,2938,SHELTER PLUS CARE,135,DELEGATE AGENCIES,11022000
GRANTS,0N53,SHELTER PLUS CARE,50,FAMILY AND SUPPORT SERVICES,2938,SHELTER PLUS CARE,140,PROFESSIONAL AND TECHNICAL SERVICES,3000000
GRANTS,0N54,HEAD START,6,DOIT,2823,Head Start,5,SALARIES AND WAGES - ON PAYROLL,351028
GRANTS,0N54,HEAD START,6,DOIT,2823,Head Start,11,CONTRACT WAGE - SALARY,1488
GRANTS,0N54,HEAD START,6,DOIT,2823,Head Start,44,FRINGE BENEFITS,134906
GRANTS,0N54,HEAD START,38,FLEET AND FACILITY MGMT,2846,Head Start,5,SALARIES AND WAGES - ON PAYROLL,149908
GRANTS,0N54,HEAD START,38,FLEET AND FACILITY MGMT,2846,Head Start,11,CONTRACT WAGE - SALARY,484
GRANTS,0N54,HEAD START,38,FLEET AND FACILITY MGMT,2846,Head Start,44,FRINGE BENEFITS,57328
GRANTS,0N54,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,5,SALARIES AND WAGES - ON PAYROLL,5862783
GRANTS,0N54,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,11,CONTRACT WAGE - SALARY,18434
GRANTS,0N54,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,15,SCHEDULE SALARY ADJUSTMENTS,25973
GRANTS,0N54,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,44,FRINGE BENEFITS,2262858
GRANTS,0N54,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,130,POSTAGE,10000
GRANTS,0N54,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,135,DELEGATE AGENCIES,92706106
GRANTS,0N54,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,138,IT MAINTENANCE,103011
GRANTS,0N54,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,140,PROFESSIONAL AND TECHNICAL SERVICES,13846664
GRANTS,0N54,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,149,SOFTWARE MAINTENANCE AND LICENSING,5000
GRANTS,0N54,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,157,RENTAL EQUIPMENT AND SERVICES,51000
GRANTS,0N54,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,159,LEASE PURCHASE AGREEMNT,50000
GRANTS,0N54,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,160,REPAIR/MAINT PROPERTY,10000
GRANTS,0N54,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,190,TELEPHONE - NON-CENTREX BILLINGS,200000
GRANTS,0N54,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,197,TELEPHONE - MAINTENANCE,20000
GRANTS,0N54,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,245,REIMBURSEMENT TO TRAVELERS,10000
GRANTS,0N54,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,270,LOCAL TRANSPORTATION,10000
GRANTS,0N54,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,340,MATERIAL AND SUPPLIES,161165
GRANTS,0N54,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,350,STATIONERY AND OFFICE SUPPLIES,150000
GRANTS,0N54,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,801,INDIRECT COSTS,6161777
GRANTS,0N54,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,9438,REIMBURSEMENT - 2FM,158266
GRANTS,0N55,STATE SENIOR EMPLOYMENT SPECIALIST,50,FAMILY AND SUPPORT SERVICES,2862,STATE SENIOR EMPLOYMENT SPEC,140,PROFESSIONAL AND TECHNICAL SERVICES,25000
GRANTS,0N56,SENIOR COMPANION PROJECT - ACTION,38,FLEET AND FACILITY MGMT,2847,Senior Companion Pjt - ACTION,5,SALARIES AND WAGES - ON PAYROLL,45760
GRANTS,0N56,SENIOR COMPANION PROJECT - ACTION,38,FLEET AND FACILITY MGMT,2847,Senior Companion Pjt - ACTION,11,CONTRACT WAGE - SALARY,241
GRANTS,0N56,SENIOR COMPANION PROJECT - ACTION,38,FLEET AND FACILITY MGMT,2847,Senior Companion Pjt - ACTION,44,FRINGE BENEFITS,17586
GRANTS,0N56,SENIOR COMPANION PROJECT - ACTION,50,FAMILY AND SUPPORT SERVICES,2868,SENIOR COMPANION PJT - ACTION,5,SALARIES AND WAGES - ON PAYROLL,155729
GRANTS,0N56,SENIOR COMPANION PROJECT - ACTION,50,FAMILY AND SUPPORT SERVICES,2868,SENIOR COMPANION PJT - ACTION,11,CONTRACT WAGE - SALARY,548
GRANTS,0N56,SENIOR COMPANION PROJECT - ACTION,50,FAMILY AND SUPPORT SERVICES,2868,SENIOR COMPANION PJT - ACTION,44,FRINGE BENEFITS,66136
GRANTS,0N58,SUMMER FOOD SERVICE,50,FAMILY AND SUPPORT SERVICES,2870,SUMMER FOOD SERVICE,5,SALARIES AND WAGES - ON PAYROLL,280560
GRANTS,0N58,SUMMER FOOD SERVICE,50,FAMILY AND SUPPORT SERVICES,2870,SUMMER FOOD SERVICE,11,CONTRACT WAGE - SALARY,991
GRANTS,0N58,SUMMER FOOD SERVICE,50,FAMILY AND SUPPORT SERVICES,2870,SUMMER FOOD SERVICE,44,FRINGE BENEFITS,102433
GRANTS,0N58,SUMMER FOOD SERVICE,50,FAMILY AND SUPPORT SERVICES,2870,SUMMER FOOD SERVICE,140,PROFESSIONAL AND TECHNICAL SERVICES,1508016
GRANTS,0N58,SUMMER FOOD SERVICE,50,FAMILY AND SUPPORT SERVICES,2870,SUMMER FOOD SERVICE,340,MATERIAL AND SUPPLIES,15000
GRANTS,0N59,TITLE XX DONATED FUNDS,50,FAMILY AND SUPPORT SERVICES,2873,TITLE XX DONATED FUNDS,135,DELEGATE AGENCIES,1200000
GRANTS,0N60,CHA FAMILY SUPPORTIVE SERVICES,50,FAMILY AND SUPPORT SERVICES,2896,CHA FAMILY SUPPORTIVE SERVICES,5,SALARIES AND WAGES - ON PAYROLL,125628
GRANTS,0N60,CHA FAMILY SUPPORTIVE SERVICES,50,FAMILY AND SUPPORT SERVICES,2896,CHA FAMILY SUPPORTIVE SERVICES,11,CONTRACT WAGE - SALARY,661
GRANTS,0N60,CHA FAMILY SUPPORTIVE SERVICES,50,FAMILY AND SUPPORT SERVICES,2896,CHA FAMILY SUPPORTIVE SERVICES,44,FRINGE BENEFITS,48281
GRANTS,0N60,CHA FAMILY SUPPORTIVE SERVICES,50,FAMILY AND SUPPORT SERVICES,2896,CHA FAMILY SUPPORTIVE SERVICES,140,PROFESSIONAL AND TECHNICAL SERVICES,1584430
GRANTS,0N61,CHICAGO DOMESTIC VIOLENCE HELP LINE,50,FAMILY AND SUPPORT SERVICES,2923,CHICAGO DOM VIOLENCE HELP LINE,135,DELEGATE AGENCIES,364000
GRANTS,0N62,SENIOR HEALTH INSURANCE PROGRAM,50,FAMILY AND SUPPORT SERVICES,2928,SENIOR HEALTH INSURANCE PGM,140,PROFESSIONAL AND TECHNICAL SERVICES,62000
GRANTS,0N63,CHILD CARE SERVICES,6,DOIT,2824,Child Care Services,5,SALARIES AND WAGES - ON PAYROLL,266093
GRANTS,0N63,CHILD CARE SERVICES,6,DOIT,2824,Child Care Services,11,CONTRACT WAGE - SALARY,1403
GRANTS,0N63,CHILD CARE SERVICES,6,DOIT,2824,Child Care Services,44,FRINGE BENEFITS,102432
GRANTS,0N63,CHILD CARE SERVICES,50,FAMILY AND SUPPORT SERVICES,2943,Child Care Services,5,SALARIES AND WAGES - ON PAYROLL,1475928
GRANTS,0N63,CHILD CARE SERVICES,50,FAMILY AND SUPPORT SERVICES,2943,Child Care Services,11,CONTRACT WAGE - SALARY,6401
GRANTS,0N63,CHILD CARE SERVICES,50,FAMILY AND SUPPORT SERVICES,2943,Child Care Services,15,SCHEDULE SALARY ADJUSTMENTS,3927
GRANTS,0N63,CHILD CARE SERVICES,50,FAMILY AND SUPPORT SERVICES,2943,Child Care Services,44,FRINGE BENEFITS,568194
GRANTS,0N63,CHILD CARE SERVICES,50,FAMILY AND SUPPORT SERVICES,2943,Child Care Services,135,DELEGATE AGENCIES,22750000
GRANTS,0N63,CHILD CARE SERVICES,50,FAMILY AND SUPPORT SERVICES,2943,Child Care Services,140,PROFESSIONAL AND TECHNICAL SERVICES,699051
GRANTS,0N64,SENIOR MEDICARE PROJECTS,50,FAMILY AND SUPPORT SERVICES,2945,Senior Medicare Patrol,140,PROFESSIONAL AND TECHNICAL SERVICES,20000
GRANTS,0N65,SENIOR HEALTH ASSISTANCE PROGRAM,50,FAMILY AND SUPPORT SERVICES,2946,Senior Health Assistance Pgm.,5,SALARIES AND WAGES - ON PAYROLL,81578
GRANTS,0N65,SENIOR HEALTH ASSISTANCE PROGRAM,50,FAMILY AND SUPPORT SERVICES,2946,Senior Health Assistance Pgm.,11,CONTRACT WAGE - SALARY,430
GRANTS,0N65,SENIOR HEALTH ASSISTANCE PROGRAM,50,FAMILY AND SUPPORT SERVICES,2946,Senior Health Assistance Pgm.,44,FRINGE BENEFITS,31352
GRANTS,0N65,SENIOR HEALTH ASSISTANCE PROGRAM,50,FAMILY AND SUPPORT SERVICES,2946,Senior Health Assistance Pgm.,140,PROFESSIONAL AND TECHNICAL SERVICES,172651
GRANTS,0N65,SENIOR HEALTH ASSISTANCE PROGRAM,50,FAMILY AND SUPPORT SERVICES,2946,Senior Health Assistance Pgm.,9651,REIMB - INDIRECT COSTS,15989
GRANTS,0N66,SPECIAL PROJECTS - PREVENT DOM. VIOLENCE,50,FAMILY AND SUPPORT SERVICES,2968,GENERIC PREVENTION DOM VIOLENC,135,DELEGATE AGENCIES,145000
GRANTS,0N66,SPECIAL PROJECTS - PREVENT DOM. VIOLENCE,50,FAMILY AND SUPPORT SERVICES,2968,GENERIC PREVENTION DOM VIOLENC,140,PROFESSIONAL AND TECHNICAL SERVICES,36000
GRANTS,0N67,RELATIVE RAISING CHILDREN,50,FAMILY AND SUPPORT SERVICES,2932,RELATIVES RAISING CHILDREN,140,PROFESSIONAL AND TECHNICAL SERVICES,30000
GRANTS,0N69,SUMMER JOBS CONNECT,50,FAMILY AND SUPPORT SERVICES,2953,Summer Jobs Connect Program,140,PROFESSIONAL AND TECHNICAL SERVICES,760000
GRANTS,0N70,COLBERT CONSENT DECREE,50,FAMILY AND SUPPORT SERVICES,2951,Colbert Consent Decree,140,PROFESSIONAL AND TECHNICAL SERVICES,171000
GRANTS,0N78,AREA PLAN ON AGING,50,FAMILY AND SUPPORT SERVICES,2904,AREA PLAN ON AGING - FEDERAL,135,DELEGATE AGENCIES,511000
GRANTS,0N80,FIT AND STRONG COMMUNITY PARTNER,50,FAMILY AND SUPPORT SERVICES,2955,Fit and Strong Comm. Partner,140,PROFESSIONAL AND TECHNICAL SERVICES,39000
GRANTS,0P04,HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2882,NAT. EXPLOSIVES DETECT. CANINE,6,SALARY PROVISION,758000
GRANTS,0P04,HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2921,TRANSIT SECURITY,6,SALARY PROVISION,444000
GRANTS,0P12,U.S. DEPT OF ENERGY,84,CHICAGO DEPT OF TRANSPORTATION,2949,ETHANOL TO HYDROGEN,140,PROFESSIONAL AND TECHNICAL SERVICES,1824000
GRANTS,0P14,DEPT OF GENERAL SERVICES PROGRAMS,38,FLEET AND FACILITY MGMT,2836,STREETERVILLE THORIUM MORATORM,140,PROFESSIONAL AND TECHNICAL SERVICES,1359951
GRANTS,0P14,DEPT OF GENERAL SERVICES PROGRAMS,38,FLEET AND FACILITY MGMT,2836,STREETERVILLE THORIUM MORATORM,340,MATERIAL AND SUPPLIES,212304
GRANTS,0P14,DEPT OF GENERAL SERVICES PROGRAMS,38,FLEET AND FACILITY MGMT,2836,STREETERVILLE THORIUM MORATORM,540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,869745
GRANTS,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2902,FY2007 COPS METH INITIATIVE,445,TECHNICAL AND SCIENTIFIC EQUIPMENT,65000
GRANTS,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2912,SAFE ROUTES TO SCHOOLS,150,PUBLICATN & REPRODT-OUT,12000
GRANTS,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2912,SAFE ROUTES TO SCHOOLS,152,ADVERTISING,10000
GRANTS,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2912,SAFE ROUTES TO SCHOOLS,169,TECHNICAL MEETING COSTS,3000
GRANTS,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2912,SAFE ROUTES TO SCHOOLS,340,MATERIAL AND SUPPLIES,112000
GRANTS,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2925,SECURE OUR SCHOOLS 2008,140,PROFESSIONAL AND TECHNICAL SERVICES,25000
GRANTS,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2935,JUSTICE AND MENTAL HEALTH,140,PROFESSIONAL AND TECHNICAL SERVICES,174000
GRANTS,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2935,JUSTICE AND MENTAL HEALTH,245,REIMBURSEMENT TO TRAVELERS,3800
GRANTS,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2935,JUSTICE AND MENTAL HEALTH,340,MATERIAL AND SUPPLIES,15000
GRANTS,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2935,JUSTICE AND MENTAL HEALTH,801,INDIRECT COSTS,5200
GRANTS,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2953,PREDICTIVE POLICING,140,PROFESSIONAL AND TECHNICAL SERVICES,1000000
GRANTS,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2961,SOLVING COLD CASES WITH DNA,20,OVERTIME,86000
GRANTS,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2961,SOLVING COLD CASES WITH DNA,140,PROFESSIONAL AND TECHNICAL SERVICES,346000
GRANTS,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2961,SOLVING COLD CASES WITH DNA,178,FREIGHT AND EXPRESS CHARGES,5000
GRANTS,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2961,SOLVING COLD CASES WITH DNA,245,REIMBURSEMENT TO TRAVELERS,10000
GRANTS,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2961,SOLVING COLD CASES WITH DNA,801,INDIRECT COSTS,43000
GRANTS,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2972,GANG RESISTANCE AND EDUCATION,20,OVERTIME,20000
GRANTS,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2972,GANG RESISTANCE AND EDUCATION,140,PROFESSIONAL AND TECHNICAL SERVICES,11000
GRANTS,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2972,GANG RESISTANCE AND EDUCATION,330,FOOD,4000
GRANTS,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2972,GANG RESISTANCE AND EDUCATION,340,MATERIAL AND SUPPLIES,5000
GRANTS,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2975,COPS SECURE OUR SCHOOLS,135,DELEGATE AGENCIES,175000
GRANTS,0P20,IL DEPT OF COMMERCE,70,BUS AFFAIRS AND CONSUMER PROT,2815,CABLE LOCAL ORIGINATION,5,SALARIES AND WAGES - ON PAYROLL,287969
GRANTS,0P20,IL DEPT OF COMMERCE,70,BUS AFFAIRS AND CONSUMER PROT,2815,CABLE LOCAL ORIGINATION,11,CONTRACT WAGE - SALARY,277
GRANTS,0P20,IL DEPT OF COMMERCE,70,BUS AFFAIRS AND CONSUMER PROT,2815,CABLE LOCAL ORIGINATION,15,SCHEDULE SALARY ADJUSTMENTS,2871
GRANTS,0P20,IL DEPT OF COMMERCE,70,BUS AFFAIRS AND CONSUMER PROT,2815,CABLE LOCAL ORIGINATION,44,FRINGE BENEFITS,110814
GRANTS,0P20,IL DEPT OF COMMERCE,70,BUS AFFAIRS AND CONSUMER PROT,2815,CABLE LOCAL ORIGINATION,140,PROFESSIONAL AND TECHNICAL SERVICES,25069
GRANTS,0P29,DEPT. OF ENVIRONMENT STATE GRANTS,38,FLEET AND FACILITY MGMT,2842,ENERGY EFFICIENCY AGGREGATION,140,PROFESSIONAL AND TECHNICAL SERVICES,600000
GRANTS,0P29,DEPT. OF ENVIRONMENT STATE GRANTS,84,CHICAGO DEPT OF TRANSPORTATION,2957,PLUG-IN ELECTRIC VEHICLE,140,PROFESSIONAL AND TECHNICAL SERVICES,184500
GRANTS,0P29,DEPT. OF ENVIRONMENT STATE GRANTS,84,CHICAGO DEPT OF TRANSPORTATION,2957,PLUG-IN ELECTRIC VEHICLE,801,INDIRECT COSTS,20500
GRANTS,0P36,DFSS - FEDERAL - FGP/SCP,50,FAMILY AND SUPPORT SERVICES,2803,STATE SENIOR COMPANION MATCH,130,POSTAGE,20000
GRANTS,0P36,DFSS - FEDERAL - FGP/SCP,50,FAMILY AND SUPPORT SERVICES,2925,FOSTER GRANDPARENTS,140,PROFESSIONAL AND TECHNICAL SERVICES,134000
GRANTS,0P40,AREA AGING PROGRAMS,50,FAMILY AND SUPPORT SERVICES,2801,OAA NUTRITION PGM INCOME,140,PROFESSIONAL AND TECHNICAL SERVICES,700000
GRANTS,0P40,AREA AGING PROGRAMS,50,FAMILY AND SUPPORT SERVICES,2802,OAA NUTRITION PGM INC - HM DEV,140,PROFESSIONAL AND TECHNICAL SERVICES,25000
GRANTS,0P41,AGING PRIVATE GRANTS,50,FAMILY AND SUPPORT SERVICES,2816,SENIOR FITNESS PRIVATE,140,PROFESSIONAL AND TECHNICAL SERVICES,25000
GRANTS,0P41,AGING PRIVATE GRANTS,50,FAMILY AND SUPPORT SERVICES,2901,CHICAGO FUND SUPPORT - SENIOR,140,PROFESSIONAL AND TECHNICAL SERVICES,50000
GRANTS,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2934,TRANSIT SECURITY GRANT,5,SALARIES AND WAGES - ON PAYROLL,1855331
GRANTS,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2934,TRANSIT SECURITY GRANT,11,CONTRACT WAGE - SALARY,161132
GRANTS,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2934,TRANSIT SECURITY GRANT,15,SCHEDULE SALARY ADJUSTMENTS,8067
GRANTS,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2934,TRANSIT SECURITY GRANT,20,OVERTIME,297266
GRANTS,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2934,TRANSIT SECURITY GRANT,44,FRINGE BENEFITS,713861
GRANTS,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2934,TRANSIT SECURITY GRANT,140,PROFESSIONAL AND TECHNICAL SERVICES,143048
GRANTS,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2934,TRANSIT SECURITY GRANT,340,MATERIAL AND SUPPLIES,4500
GRANTS,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2934,TRANSIT SECURITY GRANT,423,COMMUNICATION DEVICES,47795
GRANTS,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2980,TRANSIT SECURITY,5,SALARIES AND WAGES - ON PAYROLL,969473
GRANTS,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2980,TRANSIT SECURITY,6,SALARY PROVISION,3510304
GRANTS,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2980,TRANSIT SECURITY,11,CONTRACT WAGE - SALARY,63940
GRANTS,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2980,TRANSIT SECURITY,44,FRINGE BENEFITS,393283
GRANTS,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2980,TRANSIT SECURITY,423,COMMUNICATION DEVICES,91000
GRANTS,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2980,TRANSIT SECURITY,445,TECHNICAL AND SCIENTIFIC EQUIPMENT,73000
GRANTS,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2980,TRANSIT SECURITY,446,PURCHASE - DATA HARDWARE,35000
GRANTS,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2980,TRANSIT SECURITY,450,VEHICLES,324000
GRANTS,0P55,EDWARD BYRNE MEMORIAL JAG,57,DEPARTMENT OF POLICE,2978,BYRNE MEMORIAL JAG,135,DELEGATE AGENCIES,1200000
GRANTS,0P64,SENIOR PROGRAM PRIVATE CONTRIBUTIONS,50,FAMILY AND SUPPORT SERVICES,2837,SENIOR PROGRAM PRIVATE CONTRIB,140,PROFESSIONAL AND TECHNICAL SERVICES,600000
GRANTS,0P68,EDWARD BYRNE MEMORIAL JAG,57,DEPARTMENT OF POLICE,2985,Edward Byrne Memorial JAG,5,SALARIES AND WAGES - ON PAYROLL,91086
GRANTS,0P68,EDWARD BYRNE MEMORIAL JAG,57,DEPARTMENT OF POLICE,2985,Edward Byrne Memorial JAG,6,SALARY PROVISION,125315
GRANTS,0P68,EDWARD BYRNE MEMORIAL JAG,57,DEPARTMENT OF POLICE,2985,Edward Byrne Memorial JAG,11,CONTRACT WAGE - SALARY,479
GRANTS,0P68,EDWARD BYRNE MEMORIAL JAG,57,DEPARTMENT OF POLICE,2985,Edward Byrne Memorial JAG,44,FRINGE BENEFITS,35006
GRANTS,0P68,EDWARD BYRNE MEMORIAL JAG,57,DEPARTMENT OF POLICE,2985,Edward Byrne Memorial JAG,135,DELEGATE AGENCIES,2807000
GRANTS,0P68,EDWARD BYRNE MEMORIAL JAG,57,DEPARTMENT OF POLICE,2985,Edward Byrne Memorial JAG,140,PROFESSIONAL AND TECHNICAL SERVICES,102000
GRANTS,0P68,EDWARD BYRNE MEMORIAL JAG,57,DEPARTMENT OF POLICE,2985,Edward Byrne Memorial JAG,245,REIMBURSEMENT TO TRAVELERS,4500
GRANTS,0P68,EDWARD BYRNE MEMORIAL JAG,57,DEPARTMENT OF POLICE,2985,Edward Byrne Memorial JAG,340,MATERIAL AND SUPPLIES,18661
GRANTS,0P68,EDWARD BYRNE MEMORIAL JAG,57,DEPARTMENT OF POLICE,2985,Edward Byrne Memorial JAG,350,STATIONERY AND OFFICE SUPPLIES,32953
GRANTS,0P68,EDWARD BYRNE MEMORIAL JAG,57,DEPARTMENT OF POLICE,2985,Edward Byrne Memorial JAG,445,TECHNICAL AND SCIENTIFIC EQUIPMENT,50000
GRANTS,0P68,EDWARD BYRNE MEMORIAL JAG,57,DEPARTMENT OF POLICE,2985,Edward Byrne Memorial JAG,450,VEHICLES,1794000
GRANTS,0P68,EDWARD BYRNE MEMORIAL JAG,57,DEPARTMENT OF POLICE,2985,Edward Byrne Memorial JAG,801,INDIRECT COSTS,139000
GRANTS,0P71,INNOVATIVE DELIVERY GRANT,1,OFFICE OF THE MAYOR,2800,INNOVATION DELIVERY GRANT,5,SALARIES AND WAGES - ON PAYROLL,784508
GRANTS,0P71,INNOVATIVE DELIVERY GRANT,1,OFFICE OF THE MAYOR,2800,INNOVATION DELIVERY GRANT,44,FRINGE BENEFITS,303565
